elapsed,amplitudeSummary
 1.15220962132,444
 1.15355406349,586
 1.15489850567,109
 1.15624294785,283
 1.15758739002,3803
 1.15893183220,2474
 1.16027627438,721
 1.16162071655,315
 1.16296515873,78
 1.16430960091,160
 1.16565404308,163
 1.16699848526,2844
 1.16834292744,1191
 1.16968736961,983
 1.17103181179,545
 1.17237625397,474
 1.17372069615,178
 1.17506513832,162
 1.17640958050,1425
 1.17775402268,878
 1.17909846485,1826
 1.18044290703,519
 1.18178734921,298
 1.18313179138,53
 1.18447623356,328
 1.18582067574,1083
 1.18716511791,1435
 1.18850956009,1480
 1.18985400227,1149
 1.19119844444,597
 1.19254288662,495
 1.19388732880,124
 1.19523177098,90
 1.19657621315,2237
 1.19792065533,1597
 1.19926509751,1395
 1.20060953968,279
 1.20195398186,257
 1.20329842404,69
 1.20464286621,421
 1.20598730839,2094
 1.20733175057,1248
 1.20867619274,963
 1.21002063492,274
 1.21136507710,188
 1.21270951927,3
 1.21405396145,336
 1.21539840363,2230
 1.21674284580,1156
 1.21808728798,1658
 1.21943173016,357
 1.22077617234,238
 1.22212061451,129
 1.22346505669,1005
 1.22480949887,2436
 1.22615394104,189
 1.22749838322,2104
 1.22884282540,216
 1.23018726757,266
 1.23153170975,179
 1.23287615193,833
 1.23422059410,2617
 1.23556503628,332
 1.23690947846,2229
 1.23825392063,79
 1.23959836281,554
 1.24094280499,125
 1.24228724717,847
 1.24363168934,2171
 1.24497613152,820
 1.24632057370,2488
 1.24766501587,43
 1.24900945805,265
 1.25035390023,307
 1.25169834240,820
 1.25304278458,1940
 1.25438722676,1138
 1.25573166893,2270
 1.25707611111,214
 1.25842055329,702
 1.25976499546,685
 1.26110943764,373
 1.26245387982,2207
 1.26379832200,1291
 1.26514276417,2615
 1.26648720635,714
 1.26783164853,1264
 1.26917609070,762
 1.27052053288,905
 1.27186497506,1713
 1.27320941723,752
 1.27455385941,414
 1.27589830159,656
 1.27724274376,162
 1.27858718594,47
 1.27993162812,60
 1.28127607029,1225
 1.28262051247,819
 1.28396495465,2765
 1.28530939683,179
 1.28665383900,360
 1.28799828118,402
 1.28934272336,598
 1.29068716553,1858
 1.29203160771,1185
 1.29337604989,2666
 1.29472049206,29
 1.29606493424,430
 1.29740937642,527
 1.29875381859,664
 1.30009826077,1739
 1.30144270295,1548
 1.30278714512,2411
 1.30413158730,112
 1.30547602948,441
 1.30682047166,279
 1.30816491383,614
 1.30950935601,1241
 1.31085379819,1371
 1.31219824036,2112
 1.31354268254,309
 1.31488712472,239
 1.31623156689,281
 1.31757600907,367
 1.31892045125,715
 1.32026489342,2128
 1.32160933560,1816
 1.32295377778,804
 1.32429821995,85
 1.32564266213,43
 1.32698710431,210
 1.32833154649,390
 1.32967598866,1938
 1.33102043084,1730
 1.33236487302,908
 1.33370931519,603
 1.33505375737,681
 1.33639819955,127
 1.33774264172,536
 1.33908708390,1705
 1.34043152608,1033
 1.34177596825,1664
 1.34312041043,649
 1.34446485261,443
 1.34580929478,9
 1.34715373696,24
 1.34849817914,1759
 1.34984262132,34
 1.35118706349,2108
 1.35253150567,737
 1.35387594785,202
 1.35522039002,522
 1.35656483220,1355
 1.35790927438,565
 1.35925371655,2495
 1.36059815873,170
 1.36194260091,1216
 1.36328704308,15
 1.36463148526,4455
 1.36597592744,7922
 1.36732036961,1943
 1.36866481179,2350
 1.37000925397,132
 1.37135369615,1868
 1.37269813832,3212
 1.37404258050,813
 1.37538702268,7207
 1.37673146485,5176
 1.37807590703,1490
 1.37942034921,1397
 1.38076479138,536
 1.38210923356,3885
 1.38345367574,7170
 1.38479811791,2137
 1.38614256009,5008
 1.38748700227,792
 1.38883144444,2426
 1.39017588662,3518
 1.39152032880,966
 1.39286477098,9256
 1.39420921315,3753
 1.39555365533,2254
 1.39689809751,1050
 1.39824253968,187
 1.39958698186,5569
 1.40093142404,8029
 1.40227586621,1704
 1.40362030839,4015
 1.40496475057,1377
 1.40630919274,2448
 1.40765363492,4295
 1.40899807710,273
 1.41034251927,8676
 1.41168696145,4770
 1.41303140363,2460
 1.41437584580,2109
 1.41572028798,1523
 1.41706473016,6722
 1.41840917234,11070
 1.41975361451,1229
 1.42109805669,3746
 1.42244249887,384
 1.42378694104,2405
 1.42513138322,6882
 1.42647582540,5467
 1.42782026757,5712
 1.42916470975,4523
 1.43050915193,2827
 1.43185359410,3135
 1.43319803628,3809
 1.43454247846,2679
 1.43588692063,11055
 1.43723136281,4405
 1.43857580499,2367
 1.43992024717,1138
 1.44126468934,67
 1.44260913152,7390
 1.44395357370,10155
 1.44529801587,190
 1.44664245805,3577
 1.44798690023,766
 1.44933134240,1908
 1.45067578458,7158
 1.45202022676,5945
 1.45336466893,5036
 1.45470911111,3617
 1.45605355329,2008
 1.45739799546,3065
 1.45874243764,5411
 1.46008687982,443
 1.46143132200,7902
 1.46277576417,2570
 1.46412020635,3436
 1.46546464853,2460
 1.46680909070,2565
 1.46815353288,4159
 1.46949797506,8977
 1.47084241723,701
 1.47218685941,3707
 1.47353130159,867
 1.47487574376,9
 1.47622018594,6573
 1.47756462812,7676
 1.47890907029,1968
 1.48025351247,3162
 1.48159795465,912
 1.48294239683,1768
 1.48428683900,6243
 1.48563128118,4616
 1.48697572336,4369
 1.48832016553,2042
 1.48966460771,2529
 1.49100904989,2894
 1.49235349206,4826
 1.49369793424,1309
 1.49504237642,6231
 1.49638681859,977
 1.49773126077,3900
 1.49907570295,2217
 1.50042014512,2621
 1.50176458730,2074
 1.50310902948,7057
 1.50445347166,412
 1.50579791383,2823
 1.50714235601,478
 1.50848679819,1098
 1.50983124036,4865
 1.51117568254,6816
 1.51252012472,973
 1.51386456689,2087
 1.51520900907,834
 1.51655345125,316
 1.51789789342,5568
 1.51924233560,5774
 1.52058677778,2473
 1.52193121995,1048
 1.52327566213,2181
 1.52462010431,1437
 1.52596454649,5246
 1.52730898866,3793
 1.52865343084,4426
 1.52999787302,965
 1.53134231519,2589
 1.53268675737,2402
 1.53403119955,4502
 1.53537564172,954
 1.53672008390,5741
 1.53806452608,380
 1.53940896825,2506
 1.54075341043,1350
 1.54209785261,2872
 1.54344229478,3231
 1.54478673696,7141
 1.54613117914,330
 1.54747562132,1675
 1.54882006349,188
 1.55016450567,1866
 1.55150894785,5490
 1.55285339002,6583
 1.55419783220,1500
 1.55554227438,855
 1.55688671655,1444
 1.55823115873,684
 1.55957560091,6164
 1.56092004308,4370
 1.56226448526,3697
 1.56360892744,587
 1.56495336961,2134
 1.56629781179,1726
 1.56764225397,4838
 1.56898669615,392
 1.57033113832,6581
 1.57167558050,733
 1.57302002268,2027
 1.57436446485,957
 1.57570890703,2667
 1.57705334921,4612
 1.57839779138,7637
 1.57974223356,676
 1.58108667574,1513
 1.58243111791,479
 1.58377556009,120
 1.58512000227,5821
 1.58646444444,5477
 1.58780888662,3891
 1.58915332880,936
 1.59049777098,2401
 1.59184221315,1259
 1.59318665533,4587
 1.59453109751,544
 1.59587553968,7475
 1.59721998186,870
 1.59856442404,2562
 1.59990886621,634
 1.60125330839,2635
 1.60259775057,4820
 1.60394219274,7203
 1.60528663492,1971
 1.60663107710,2392
 1.60797551927,1556
 1.60931996145,640
 1.61066440363,5104
 1.61200884580,2943
 1.61335328798,5889
 1.61469773016,1277
 1.61604217234,3083
 1.61738661451,1231
 1.61873105669,3463
 1.62007549887,2154
 1.62141994104,7999
 1.62276438322,697
 1.62410882540,2844
 1.62545326757,693
 1.62679770975,183
 1.62814215193,4179
 1.62948659410,4481
 1.63083103628,4848
 1.63217547846,2405
 1.63351992063,2738
 1.63486436281,765
 1.63620880499,3510
 1.63755324717,597
 1.63889768934,7828
 1.64024213152,949
 1.64158657370,2886
 1.64293101587,687
 1.64427545805,923
 1.64561990023,3629
 1.64696434240,6007
 1.64830878458,3196
 1.64965322676,2568
 1.65099766893,3015
 1.65234211111,1275
 1.65368655329,3127
 1.65503099546,525
 1.65637543764,7099
 1.65771987982,1795
 1.65906432200,2836
 1.66040876417,660
 1.66175320635,1093
 1.66309764853,2269
 1.66444209070,6231
 1.66578653288,1710
 1.66713097506,2803
 1.66847541723,2707
 1.66981985941,1077
 1.67116430159,3020
 1.67250874376,1750
 1.67385318594,6147
 1.67519762812,1908
 1.67654207029,3381
 1.67788651247,308
 1.67923095465,825
 1.68057539683,1674
 1.68191983900,6121
 1.68326428118,1270
 1.68460872336,3046
 1.68595316553,2613
 1.68729760771,897
 1.68864204989,2706
 1.68998649206,2623
 1.69133093424,4508
 1.69267537642,1759
 1.69401981859,3290
 1.69536426077,121
 1.69670870295,400
 1.69805314512,530
 1.69939758730,5112
 1.70074202948,523
 1.70208647166,3114
 1.70343091383,1881
 1.70477535601,1037
 1.70611979819,2172
 1.70746424036,2700
 1.70880868254,3916
 1.71015312472,2307
 1.71149756689,3332
 1.71284200907,1118
 1.71418645125,1121
 1.71553089342,97
 1.71687533560,4924
 1.71821977778,236
 1.71956421995,3239
 1.72090866213,1310
 1.72225310431,1300
 1.72359754649,2215
 1.72494198866,3374
 1.72628643084,2906
 1.72763087302,2976
 1.72897531519,2448
 1.73031975737,1395
 1.73166419955,1199
 1.73300864172,428
 1.73435308390,4632
 1.73569752608,1397
 1.73704196825,3128
 1.73838641043,46
 1.73973085261,596
 1.74107529478,1702
 1.74241973696,4002
 1.74376417914,1888
 1.74510862132,3472
 1.74645306349,1767
 1.74779750567,1958
 1.74914194785,1890
 1.75048639002,1283
 1.75183083220,4267
 1.75317527438,2590
 1.75451971655,2801
 1.75586415873,690
 1.75720860091,110
 1.75855304308,918
 1.75989748526,4562
 1.76124192744,69
